Product ID;Imagen;Nombre;Referencia;Categoría;Precio (imp. excl.);Precio (imp. incl.);Cantidad;Estado;Posición
703;https://wemmiprofesional.com/img/p/6/8/2/682.jpg;7 Free Color 44 secado natural 10 ML;NA-7FREE10ML;Esmaltes 7 FREE;5.900.000;7.14;99;0;
704;https://wemmiprofesional.com/img/p/6/8/4/684.jpg;7 Free Color 45 secado natural 10 ML;NA-7FREE10ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
705;https://wemmiprofesional.com/img/p/6/8/7/687.jpg;7 Free Color 46 secado natural 10 ML;NA-7FREE4610ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
706;https://wemmiprofesional.com/img/p/6/8/8/688.jpg;7 Free Color 47 secado natural 10 ML;NA-7FREE4710ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
707;https://wemmiprofesional.com/img/p/6/9/0/690.jpg;7 Free Color 48 secado natural 10 ML;NA-7FREE4810ML;Esmaltes 7 FREE;5.900.000;7.14;99;0;
708;https://wemmiprofesional.com/img/p/6/9/2/692.jpg;7 Free Color 49 secado natural 10 ML;NA-7FREE4910ML;Esmaltes 7 FREE;5.900.000;7.14;99;0;
664;https://wemmiprofesional.com/img/p/6/9/4/694.jpg;7 Free Color 5 secado natural 10 ML;NA-7FREE10ML;Esmaltes 7 FREE;5.900.000;7.14;8;0;
709;https://wemmiprofesional.com/img/p/6/9/6/696.jpg;7 Free Color 50 secado natural 10 ML;NA-7FREE5010ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
710;https://wemmiprofesional.com/img/p/6/9/8/698.jpg;7 Free Color 51 secado natural 10 ML;NA-7FREE5110ML;Esmaltes 7 FREE;5.900.000;7.14;99;0;
711;https://wemmiprofesional.com/img/p/7/0/0/700.jpg;7 Free Color 52 secado natural 10 ML;NA-7FREE10ML;Esmaltes 7 FREE;5.900.000;7.14;99;0;
712;https://wemmiprofesional.com/img/p/7/0/2/702.jpg;7 Free Color 53 secado natural 10 ML;NA-7FREE5310ML;Manicura;4.545.455;5.5;34;0;
713;https://wemmiprofesional.com/img/p/7/0/4/704.jpg;7 Free Color 54 secado natural 10 ML;NA-7FREE5410ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
714;https://wemmiprofesional.com/img/p/7/0/6/706.jpg;7 Free Color 55 secado natural 10 ML;NA-7FREE5510ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
715;https://wemmiprofesional.com/img/p/7/0/9/709.jpg;7 Free Color 56 secado natural 10 ML;NA-7FREE5610ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
716;https://wemmiprofesional.com/img/p/7/1/1/711.jpg;7 Free Color 57 secado natural 10 ML;NA-7FREE5710ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
717;https://wemmiprofesional.com/img/p/7/1/3/713.jpg;7 Free Color 58 secado natural 10 ML;NA-7FREE5810ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
718;https://wemmiprofesional.com/img/p/7/1/6/716.jpg;7 Free Color 59 secado natural 10 ML;NA-7FREE5910ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
665;https://wemmiprofesional.com/img/p/7/2/0/720.jpg;7 Free Color 6 secado natural 10 ML;NA-7FREE610ML;Esmaltes 7 FREE;5.900.000;7.14;10;0;
719;https://wemmiprofesional.com/img/p/7/2/1/721.jpg;7 Free Color 60 secado natural 10 ML;NA-7FREE6010ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
1890;https://wemmiprofesional.com/img/p/4/2/0/4/4204.jpg;7 Free Color 61 secado natural 10 ML;NA-7FREE6110ML;Esmaltes 7 FREE;5.900.000;7.14;99;0;
1891;https://wemmiprofesional.com/img/p/4/2/0/8/4208.jpg;7 Free Color 62 secado natural 10 ML;NA-7FREE6210ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
1892;https://wemmiprofesional.com/img/p/4/2/1/1/4211.jpg;7 Free Color 63 secado natural 10 ML;NA-7FREE6210ML;Esmaltes 7 FREE;5.900.000;7.14;98;0;
1893;https://wemmiprofesional.com/img/p/4/2/1/4/4214.jpg;7 Free Color 64 secado natural 10 ML;NA-7FREE6410ML;Esmaltes 7 FREE;5.900.000;7.14;99;0;
1894;https://wemmiprofesional.com/img/p/4/2/1/7/4217.jpg;7 Free Color 65 secado natural 10 ML;NA-7FREE6410ML;Esmaltes 7 FREE;5.900.000;7.14;97;0;
1895;https://wemmiprofesional.com/img/p/4/2/2/0/4220.jpg;7 Free Color 66 secado natural 10 ML;NA-7FREE6610ML;Esmaltes 7 FREE;5.900.000;7.14;98;0;
1896;https://wemmiprofesional.com/img/p/4/2/2/3/4223.jpg;7 Free Color 67 secado natural 10 ML;NA-7FREE6710ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
1897;https://wemmiprofesional.com/img/p/4/2/2/6/4226.jpg;7 Free Color 68 secado natural 10 ML;NA-7FREE6810ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
1898;https://wemmiprofesional.com/img/p/4/2/2/9/4229.jpg;7 Free Color 69 secado natural 10 ML;NA-7FREE6910ML;Esmaltes 7 FREE;5.900.000;7.14;97;0;
666;https://wemmiprofesional.com/img/p/7/2/4/724.jpg;7 Free Color 7 secado natural 10 ML;NA-7FREE710ML;Esmaltes 7 FREE;5.900.000;7.14;9;0;
1899;https://wemmiprofesional.com/img/p/4/2/3/2/4232.jpg;7 Free Color 70 secado natural 10 ML;NA-7FREE7010ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
1900;https://wemmiprofesional.com/img/p/4/2/3/5/4235.jpg;7 Free Color 71 secado natural 10 ML;NA-7FREE7010ML;Esmaltes 7 FREE;5.900.000;7.14;97;0;
1901;https://wemmiprofesional.com/img/p/4/2/3/8/4238.jpg;7 Free Color 72 secado natural 10 ML;NA-7FREE7010ML;Esmaltes 7 FREE;5.900.000;7.14;100;0;
667;https://wemmiprofesional.com/img/p/7/2/6/726.jpg;7 Free Color 8 secado natural 10 ML;NA-7FREE810ML;Esmaltes 7 FREE;5.900.000;7.14;11;0;
668;https://wemmiprofesional.com/img/p/7/2/8/728.jpg;7 Free Color 9 secado natural 10 ML;NA-7FREE910ML;Esmaltes 7 FREE;5.900.000;7.14;9;0;
902;https://wemmiprofesional.com/img/p/7/3/6/736.jpg;Ablandador/softoner para cutículas  10 ML;NA-SOFCUT10;Liquidos;2.603.306;3.15;29;0;
1101;https://wemmiprofesional.com/img/p/2/4/9/0/2490.jpg;ACEITE DE CUTICULA AROMA COCO SEMINAIL 10 ML;NA-SEMINEWACCUT;Aceite cutícula Seminails;3.380.000;4.09;91;0;
1097;https://wemmiprofesional.com/img/p/2/4/8/5/2485.jpg;ACEITE DE CUTICULA AROMA MELON SEMINAIL 10 ML;NA-SEMINEWACCUT;Aceite cutícula Seminails;3.380.000;4.09;85;0;
1099;https://wemmiprofesional.com/img/p/2/4/8/7/2487.jpg;ACEITE DE CUTICULA AROMA PIRULETA-YUMMI SEMINAIL 10 ML;NA-SEMINEWACCUT;Aceite cutícula Seminails;3.380.000;4.09;37;0;
1098;https://wemmiprofesional.com/img/p/2/4/8/6/2486.jpg;ACEITE DE CUTICULA AROMA STRAWBERRY SEMINAIL 10 ML;NA-SEMINEWACCUT;Aceite cutícula Seminails;3.380.000;4.09;83;0;
1100;https://wemmiprofesional.com/img/p/2/4/8/9/2489.jpg;ACEITE DE CUTICULA AROMA VANILLA SEMINAIL 10 ML;NA-SEMINEWACCUT;Aceite cutícula Seminails;3.380.000;4.09;96;0;
2314;https://wemmiprofesional.com/img/p/5/3/2/9/5329.jpg;Aceite de Masaje Misscol;;Tónicos y cremas;12.600.000;15.25;500;0;
1340;https://wemmiprofesional.com/img/p/2/8/4/3/2843.jpg;Aceite para barba. 30 ml;WM-6017;Inicio;7.150.000;8.65;198;0;
778;https://wemmiprofesional.com/img/p/7/3/7/737.jpg;Aceite para cutículas. Almendra 11,5 ML;Ref. NA-ACUT11.5ML;Liquidos;2.603.306;3.15;998;0;
153;https://wemmiprofesional.com/img/p/7/3/0/730.jpg;Aceite para cutículas. Aroma almendra 75 ML;Ref. NA-ACUT75ML;Liquidos;6.487.603;7.85;996;0;
155;https://wemmiprofesional.com/img/p/7/3/1/731.jpg;Aceite para cutículas. Aroma Coco 75 ML;Ref. NA-ACUT75ML;Liquidos;6.487.603;7.85;994;0;
154;https://wemmiprofesional.com/img/p/7/3/2/732.jpg;Aceite para cutículas. Aroma frambuesa 75 ML;Ref. NA-ACUT75ML;Liquidos;6.487.603;7.85;87;0;
765;https://wemmiprofesional.com/img/p/7/3/3/733.jpg;Aceite para cutículas. Aroma Piruleta 75 ML;Ref. NA-ACUT75ML;Liquidos;6.487.603;7.85;981;0;
764;https://wemmiprofesional.com/img/p/7/3/4/734.jpg;Aceite para cutículas. Aroma Platano 75 ML;Ref. NA-ACUT75ML;Liquidos;6.487.603;7.85;999;0;
763;https://wemmiprofesional.com/img/p/7/3/5/735.jpg;Aceite para cutículas. Aroma Vainilla 75 ML;Ref. NA-ACUT75ML;Liquidos;6.487.603;7.85;998;0;
151;https://wemmiprofesional.com/img/p/7/3/8/738.jpg;Aceite para cutículas. Cereza 11,5 ML;Ref. NA-ACUT11.5ML;Liquidos;2.603.306;3.15;999;0;
779;https://wemmiprofesional.com/img/p/7/3/9/739.jpg;Aceite para cutículas. Frambuesa 11,5 ML;Ref. NA-ACUT11.5ML;Liquidos;2.603.306;3.15;992;0;
777;https://wemmiprofesional.com/img/p/7/4/0/740.jpg;Aceite para cutículas. Fruta 11,5 ML;Ref. NA-ACUT11.5ML;Liquidos;2.603.306;3.15;0;1;
149;https://wemmiprofesional.com/img/p/7/4/1/741.jpg;Aceite para cutículas. Mango 11,5 ML;Ref. NA-ACUT11.5ML;Liquidos;2.603.306;3.15;995;0;
152;https://wemmiprofesional.com/img/p/7/4/2/742.jpg;Aceite para cutículas. Manzana 11,5 ML;Ref. NA-ACUT11.5ML;Liquidos;2.603.306;3.15;0;1;
150;https://wemmiprofesional.com/img/p/7/4/3/743.jpg;Aceite para cutículas. Naranja 11,5 ML;Ref. NA-ACUT11.5ML;Liquidos;2.603.306;3.15;36;0;
780;https://wemmiprofesional.com/img/p/7/4/4/744.jpg;Aceite para cutículas. piruleta 11,5 ML;Ref. NA-ACUT11.5ML;Liquidos;2.603.306;3.15;958;0;
2315;https://wemmiprofesional.com/img/p/5/3/3/0/5330.jpg;Aceite Post Depilatorio Depilcol 1000ml;DPC6102;Liquidos;11.700.000;14.16;499;0;
2244;https://wemmiprofesional.com/img/p/5/1/8/4/5184.jpg;Aceite reparador de Ricino, hidrata y fortalece 150 ml;MSC0214;Liquidos;6.500.000;7.87;98;0;
2243;https://wemmiprofesional.com/img/p/5/1/8/2/5182.jpg;Aceite reparador de Ricino, hidrata y fortalece 250 ml;MSC0214;Liquidos;7.809.917;9.45;100;0;
144;https://wemmiprofesional.com/img/p/8/1/9/819.jpg;Acetona pura 1000 ml.;Ref. NA-ACP150ML;Liquidos;5.867.769;7.1;0;1;
147;https://wemmiprofesional.com/img/p/8/2/2/822.jpg;Acetona pura 150 ml.;Ref. NA-ACP150ML;Liquidos;2.603.306;3.15;10;0;
775;https://wemmiprofesional.com/img/p/1/1/2/7/1127.jpg;Acetona pura 150 ml. Aroma fresa;Ref. NA-ACPFRE150ML;Liquidos;2.603.306;3.15;124;0;
774;https://wemmiprofesional.com/img/p/1/1/2/8/1128.jpg;ACETONA PURA 300 ML;Ref. NA-ACP150ML;Liquidos;3.636.364;4.4;0;1;
1515;https://wemmiprofesional.com/img/p/3/2/2/7/3227.jpg;Acetona pura. 1000 ml. Nail polish remover;Ref. NA-ACP21000ML;Liquidos;8.471.074;10.25;70;0;
2235;https://wemmiprofesional.com/img/p/5/1/6/5/5165.jpg;Acondicionador de nata 5 Lts;;Tratamientos para el cabello;13.650.000;16.52;1000;0;
1400;https://wemmiprofesional.com/img/p/2/9/7/9/2979.jpg;Acondicionador total repair - linea vegana 1000 ml;PEL-ACORESTORE1000;Tratamientos para el cabello;9.500.000;11.5;100;0;
1524;https://wemmiprofesional.com/img/p/3/2/4/9/3249.jpg;ACRY/POLY GEL Banana 60MG;NA-ACRYPOLYC60BA;Gel;13.016.529;15.75;100;0;
1525;https://wemmiprofesional.com/img/p/3/2/5/1/3251.jpg;ACRY/POLY GEL Cielo 60MG;NA-ACRYPOLYC60CIE;Gel;13.016.529;15.75;99;0;
991;https://wemmiprofesional.com/img/p/2/1/0/3/2103.jpg;ACRY/POLY GEL CLEAR 60MG;NA-ACRYPOLYC60;Gel;13.016.529;15.75;92;0;
990;https://wemmiprofesional.com/img/p/2/1/0/2/2102.jpg;ACRY/POLY GEL COVER PINK 60MG;NA-ACRYPOLYCP60;Gel;13.016.529;15.75;7;0;
1523;https://wemmiprofesional.com/img/p/3/2/4/7/3247.jpg;ACRY/POLY GEL Floral 60MG;NA-ACRYPOLYC60FLO;Gel;13.016.529;15.75;98;0;
1443;https://wemmiprofesional.com/img/p/3/0/8/2/3082.jpg;ACRY/POLY Gel Glitter 001;NA-ACRYPOLYGLI001;Gel;7.809.917;9.45;198;0;
1444;https://wemmiprofesional.com/img/p/3/0/8/4/3084.jpg;ACRY/POLY Gel Glitter 002;NA-ACRYPOLYGLI002;Gel;7.809.917;9.45;99;0;
1445;https://wemmiprofesional.com/img/p/3/0/8/6/3086.jpg;ACRY/POLY Gel Glitter 003;NA-ACRYPOLYGLI003;Gel;7.809.917;9.45;98;0;
1446;https://wemmiprofesional.com/img/p/3/0/8/8/3088.jpg;ACRY/POLY Gel Glitter 004;NA-ACRYPOLYGLI004;Gel;7.809.917;9.45;99;0;
1447;https://wemmiprofesional.com/img/p/3/0/9/0/3090.jpg;ACRY/POLY Gel Glitter 005;NA-ACRYPOLYGLI005;Gel;7.809.917;9.45;100;0;
1448;https://wemmiprofesional.com/img/p/3/0/9/2/3092.jpg;ACRY/POLY Gel Glitter 006;NA-ACRYPOLYGLI006;Gel;7.809.917;9.45;99;0;
1449;https://wemmiprofesional.com/img/p/3/0/9/4/3094.jpg;ACRY/POLY Gel Glitter 007;NA-ACRYPOLYGLI007;Gel;7.809.917;9.45;100;0;
1450;https://wemmiprofesional.com/img/p/3/0/9/6/3096.jpg;ACRY/POLY Gel Glitter 008;NA-ACRYPOLYGLI008;Gel;7.809.917;9.45;99;0;
1451;https://wemmiprofesional.com/img/p/3/0/9/8/3098.jpg;ACRY/POLY Gel Glitter 009;NA-ACRYPOLYGLI009;Gel;7.809.917;9.45;100;0;
1526;https://wemmiprofesional.com/img/p/3/2/5/3/3253.jpg;ACRY/POLY GEL Lavanda 60MG;NA-ACRYPOLYC60LA;Gel;13.016.529;15.75;100;0;
989;https://wemmiprofesional.com/img/p/2/1/0/1/2101.jpg;ACRY/POLY GEL LIGTH PINK 60MG;NA-ACRYPOLYLP60;Gel;13.016.529;15.75;0;1;
1527;https://wemmiprofesional.com/img/p/3/3/3/7/3337.jpg;ACRY/POLY GEL menta 60 g.;NA-ACRYPOLYMEN;Gel;13.016.529;15.75;99;0;
1571;https://wemmiprofesional.com/img/p/3/3/3/6/3336.jpg;ACRY/POLY GEL Seminail Bright White;NA-ACRYPOLYSEMBW;Gel;13.016.529;15.75;95;0;
1572;https://wemmiprofesional.com/img/p/3/3/3/9/3339.jpg;ACRY/POLY GEL Seminail Cover;NA-ACRYPOLYSEMCO;Gel;13.016.529;15.75;99;0;
1573;https://wemmiprofesional.com/img/p/3/3/4/1/3341.jpg;ACRY/POLY GEL Seminail Cover Pink;NA-ACRYPOLYSEMCP;Gel;13.016.529;15.75;96;0;
1574;https://wemmiprofesional.com/img/p/3/3/4/3/3343.jpg;ACRY/POLY GEL Seminail light Pink;NA-ACRYPOLYSEMCP;Gel;13.016.529;15.75;90;0;
1575;https://wemmiprofesional.com/img/p/3/3/4/5/3345.jpg;ACRY/POLY GEL Seminail natural;NA-ACRYPOLYSEMNAT;Gel;13.016.529;15.75;93;0;
1576;https://wemmiprofesional.com/img/p/3/3/4/7/3347.jpg;ACRY/POLY GEL Seminail White soft;NA-ACRYPOLYSEMWS;Gel;13.016.529;15.75;98;0;
1946;https://wemmiprofesional.com/img/p/4/3/3/9/4339.jpg;ACRYL/POLY GEL PINK 60g;NA-ACRYPINK60G;Gel;13.016.529;15.75;94;0;
2116;https://wemmiprofesional.com/img/p/4/7/5/4/4754.jpg;ACRYL/POLY GEL PINK 60g;NA-ACRYPINK60G;Gel;13.016.529;15.75;0;1;
2210;https://wemmiprofesional.com/img/p/5/1/1/0/5110.jpg;Acrylic powder (polvo acrílico)  clear 1 kg.;;Polvos;116.942.149;141.5;1000;0;
2209;https://wemmiprofesional.com/img/p/5/1/1/4/5114.jpg;Acrylic powder (polvo acrílico)  pink 1 kg.;;Polvos;116.942.149;141.5;1000;0;
2211;https://wemmiprofesional.com/img/p/5/1/1/3/5113.jpg;Acrylic powder (polvo acrílico)  white 1 kg.;;Polvos;116.942.149;141.5;1000;0;
2207;https://wemmiprofesional.com/img/p/5/1/0/1/5101.jpg;Acrylic powder (polvo acrílico) cover 1 kg.;;Polvos;116.942.149;141.5;1000;0;
2208;https://wemmiprofesional.com/img/p/5/1/0/4/5104.jpg;Acrylic powder (polvo acrílico) cover pink 1 kg.;;Polvos;116.942.149;141.5;997;0;
1389;https://wemmiprofesional.com/img/p/2/9/4/4/2944.jpg;Acrylic Powder 30 g. Color 001;NA-ACRYC001;Polvos;7.148.760;8.65;100;0;
1390;https://wemmiprofesional.com/img/p/2/9/4/8/2948.jpg;Acrylic Powder 30 g. Color 002;NA-ACRYC002;Polvos;7.148.760;8.65;100;0;
1391;https://wemmiprofesional.com/img/p/2/9/5/2/2952.jpg;Acrylic Powder 30 g. Color 003;NA-ACRYC003;Polvos;7.148.760;8.65;98;0;
1392;https://wemmiprofesional.com/img/p/2/9/5/5/2955.jpg;Acrylic Powder 30 g. Color 004;NA-ACRYC004;Polvos;7.148.760;8.65;98;0;
1393;https://wemmiprofesional.com/img/p/2/9/5/8/2958.jpg;Acrylic Powder 30 g. Color 005;NA-ACRYC005;Polvos;7.148.760;8.65;100;0;
1394;https://wemmiprofesional.com/img/p/2/9/6/1/2961.jpg;Acrylic Powder 30 g. Color 006;NA-ACRYC006;Polvos;7.148.760;8.65;100;0;
1396;https://wemmiprofesional.com/img/p/2/9/6/9/2969.jpg;Acrylic Powder 30 g. Color 007;NA-ACRYC007;Polvos;7.148.760;8.65;99;0;
1395;https://wemmiprofesional.com/img/p/2/9/6/6/2966.jpg;Acrylic Powder 30 g. Color 008;NA-ACRYC008;Polvos;7.148.760;8.65;99;0;
1943;https://wemmiprofesional.com/img/p/4/3/3/6/4336.jpg;Activador de rizos Misscol 1000 ml;PEL-ACTRRZ1000;Tratamientos para el cabello;13.520.000;16.36;996;0;
1418;https://wemmiprofesional.com/img/p/3/0/2/7/3027.jpg;Agua oxi. en crema 10 VOL. 1000 ml;MSC0080;Agua oxigenada;2.450.000;2.96;97;0;
1419;https://wemmiprofesional.com/img/p/3/0/2/9/3029.jpg;Agua oxi. en crema 20 VOL. 1000 ml;MSC0081;Agua oxigenada;2.450.000;2.96;0;1;
1420;https://wemmiprofesional.com/img/p/3/0/3/1/3031.jpg;Agua oxi. en crema 30 VOL. 1000 ml;MSC0082;Agua oxigenada;2.450.000;2.96;75;0;
